# Probability of Window [ -0.00, 0.01 ]
# Value       Probability
-3.2519       0.0016  
-3.1741       0.0018  
-3.0964       0.0026  
-3.0186       0.0033  
-2.9408       0.0045  
-2.8630       0.0062  
-2.7853       0.0080  
-2.7075       0.0102  
-2.6297       0.0137  
-2.5519       0.0162  
-2.4742       0.0201  
-2.3964       0.0245  
-2.3186       0.0297  
-2.2409       0.0360  
-2.1631       0.0421  
-2.0853       0.0481  
-2.0075       0.0507  
-1.9298       0.0533  
-1.8520       0.0587  
-1.7742       0.0599  
-1.6965       0.0600  
-1.6187       0.0575  
-1.5409       0.0551  
-1.4631       0.0550  
-1.3854       0.0531  
-1.3076       0.0478  
-1.2298       0.0406  
-1.1521       0.0352  
-1.0743       0.0274  
-0.9965       0.0229  
-0.9187       0.0165  
-0.8410       0.0120  
-0.7632       0.0093  
-0.6854       0.0057  
-0.6076       0.0034  
-0.5299       0.0024  
-0.4521       0.0016  
-0.3743       0.0008  
-0.2966       0.0001  
-0.2188       0.0001  
#----------------------------------------
# Probability of Window [ 0.93, 0.94 ]
# Value       Probability
-4.6111       0.0000  
-4.5180       0.0001  
-4.4249       0.0001  
-4.3318       0.0001  
-4.2387       0.0000  
-4.1456       0.0000  
-4.0525       0.0001  
-3.9594       0.0002  
-3.8663       0.0005  
-3.7732       0.0004  
-3.6801       0.0006  
-3.5870       0.0007  
-3.4939       0.0011  
-3.4008       0.0017  
-3.3077       0.0023  
-3.2146       0.0035  
-3.1215       0.0045  
-3.0285       0.0075  
-2.9354       0.0093  
-2.8423       0.0126  
-2.7492       0.0171  
-2.6561       0.0233  
-2.5630       0.0284  
-2.4699       0.0345  
-2.3768       0.0412  
-2.2837       0.0482  
-2.1906       0.0527  
-2.0975       0.0613  
-2.0044       0.0647  
-1.9113       0.0694  
-1.8182       0.0742  
-1.7251       0.0726  
-1.6320       0.0704  
-1.5390       0.0654  
-1.4459       0.0574  
-1.3528       0.0476  
-1.2597       0.0388  
-1.1666       0.0284  
-1.0735       0.0207  
-0.9804       0.0152  
-0.8873       0.0096  
-0.7942       0.0060  
-0.7011       0.0035  
-0.6080       0.0017  
-0.5149       0.0011  
-0.4218       0.0007  
-0.3287       0.0003  
-0.2356       0.0002  
-0.1425       0.0000  
-0.0494       0.0001  
#----------------------------------------
# Probability of Window [ 0.94, 0.95 ]
# Value       Probability
-4.1884       0.0001  
-4.1103       0.0001  
-4.0321       0.0002  
-3.9540       0.0003  
-3.8758       0.0003  
-3.7976       0.0006  
-3.7195       0.0009  
-3.6413       0.0009  
-3.5632       0.0016  
-3.4850       0.0019  
-3.4069       0.0030  
-3.3287       0.0043  
-3.2506       0.0061  
-3.1724       0.0072  
-3.0942       0.0100  
-3.0161       0.0122  
-2.9379       0.0158  
-2.8598       0.0195  
-2.7816       0.0243  
-2.7035       0.0289  
-2.6253       0.0330  
-2.5471       0.0373  
-2.4690       0.0427  
-2.3908       0.0457  
-2.3127       0.0487  
-2.2345       0.0537  
-2.1564       0.0566  
-2.0782       0.0619  
-2.0001       0.0594  
-1.9219       0.0593  
-1.8437       0.0594  
-1.7656       0.0529  
-1.6874       0.0484  
-1.6093       0.0435  
-1.5311       0.0383  
-1.4530       0.0329  
-1.3748       0.0246  
-1.2967       0.0195  
-1.2185       0.0134  
-1.1403       0.0097  
-1.0622       0.0070  
-0.9840       0.0046  
-0.9059       0.0035  
-0.8277       0.0022  
-0.7496       0.0019  
-0.6714       0.0010  
-0.5932       0.0007  
-0.5151       0.0001  
-0.4369       0.0001  
-0.3588       0.0001  
#----------------------------------------
# Probability of Window [ 0.95, 0.96 ]
# Value       Probability
-4.8397       0.0000  
-4.7527       0.0000  
-4.6658       0.0000  
-4.5788       0.0000  
-4.4918       0.0000  
-4.4048       0.0000  
-4.3178       0.0001  
-4.2309       0.0001  
-4.1439       0.0001  
-4.0569       0.0003  
-3.9699       0.0005  
-3.8829       0.0009  
-3.7960       0.0012  
-3.7090       0.0014  
-3.6220       0.0024  
-3.5350       0.0032  
-3.4480       0.0041  
-3.3611       0.0059  
-3.2741       0.0078  
-3.1871       0.0097  
-3.1001       0.0124  
-3.0131       0.0163  
-2.9262       0.0211  
-2.8392       0.0257  
-2.7522       0.0325  
-2.6652       0.0387  
-2.5782       0.0471  
-2.4913       0.0525  
-2.4043       0.0580  
-2.3173       0.0594  
-2.2303       0.0665  
-2.1433       0.0664  
-2.0564       0.0654  
-1.9694       0.0647  
-1.8824       0.0597  
-1.7954       0.0554  
-1.7084       0.0492  
-1.6215       0.0417  
-1.5345       0.0353  
-1.4475       0.0287  
-1.3605       0.0213  
-1.2735       0.0161  
-1.1866       0.0110  
-1.0996       0.0073  
-1.0126       0.0041  
-0.9256       0.0024  
-0.8386       0.0018  
-0.7517       0.0008  
-0.6647       0.0005  
-0.5777       0.0003  
#----------------------------------------
# Probability of Window [ 0.96, 0.97 ]
# Value       Probability
-4.5763       0.0000  
-4.4891       0.0001  
-4.4019       0.0001  
-4.3148       0.0002  
-4.2276       0.0004  
-4.1404       0.0003  
-4.0532       0.0007  
-3.9660       0.0011  
-3.8789       0.0016  
-3.7917       0.0017  
-3.7045       0.0031  
-3.6173       0.0041  
-3.5301       0.0058  
-3.4429       0.0073  
-3.3558       0.0098  
-3.2686       0.0138  
-3.1814       0.0167  
-3.0942       0.0203  
-3.0070       0.0246  
-2.9199       0.0317  
-2.8327       0.0378  
-2.7455       0.0422  
-2.6583       0.0502  
-2.5711       0.0574  
-2.4839       0.0605  
-2.3968       0.0654  
-2.3096       0.0672  
-2.2224       0.0689  
-2.1352       0.0655  
-2.0480       0.0605  
-1.9608       0.0580  
-1.8737       0.0504  
-1.7865       0.0438  
-1.6993       0.0348  
-1.6121       0.0261  
-1.5249       0.0218  
-1.4378       0.0150  
-1.3506       0.0109  
-1.2634       0.0075  
-1.1762       0.0052  
-1.0890       0.0031  
-1.0018       0.0017  
-0.9147       0.0014  
-0.8275       0.0006  
-0.7403       0.0003  
-0.6531       0.0001  
-0.5659       0.0001  
-0.4788       0.0001  
-0.3916       0.0000  
-0.3044       0.0001  
#----------------------------------------
# Probability of Window [ 0.97, 0.98 ]
# Value       Probability
-5.1014       0.0000  
-5.0135       0.0000  
-4.9256       0.0000  
-4.8377       0.0000  
-4.7498       0.0000  
-4.6619       0.0000  
-4.5739       0.0000  
-4.4860       0.0000  
-4.3981       0.0002  
-4.3102       0.0001  
-4.2223       0.0001  
-4.1344       0.0003  
-4.0465       0.0006  
-3.9585       0.0008  
-3.8706       0.0015  
-3.7827       0.0029  
-3.6948       0.0034  
-3.6069       0.0050  
-3.5190       0.0059  
-3.4310       0.0083  
-3.3431       0.0114  
-3.2552       0.0153  
-3.1673       0.0209  
-3.0794       0.0255  
-2.9915       0.0317  
-2.9035       0.0376  
-2.8156       0.0456  
-2.7277       0.0498  
-2.6398       0.0581  
-2.5519       0.0621  
-2.4640       0.0660  
-2.3760       0.0708  
-2.2881       0.0680  
-2.2002       0.0660  
-2.1123       0.0649  
-2.0244       0.0577  
-1.9365       0.0517  
-1.8485       0.0444  
-1.7606       0.0343  
-1.6727       0.0280  
-1.5848       0.0214  
-1.4969       0.0154  
-1.4090       0.0101  
-1.3211       0.0060  
-1.2331       0.0033  
-1.1452       0.0022  
-1.0573       0.0013  
-0.9694       0.0007  
-0.8815       0.0004  
-0.7936       0.0001  
#----------------------------------------
# Probability of Window [ 0.98, 0.99 ]
# Value       Probability
-4.6945       0.0000  
-4.6156       0.0000  
-4.5366       0.0000  
-4.4577       0.0001  
-4.3788       0.0001  
-4.2998       0.0003  
-4.2209       0.0004  
-4.1419       0.0005  
-4.0630       0.0009  
-3.9841       0.0015  
-3.9051       0.0017  
-3.8262       0.0031  
-3.7473       0.0036  
-3.6683       0.0049  
-3.5894       0.0064  
-3.5104       0.0085  
-3.4315       0.0105  
-3.3525       0.0145  
-3.2736       0.0188  
-3.1947       0.0232  
-3.1157       0.0289  
-3.0368       0.0337  
-2.9579       0.0369  
-2.8789       0.0440  
-2.8000       0.0490  
-2.7210       0.0512  
-2.6421       0.0558  
-2.5632       0.0606  
-2.4842       0.0603  
-2.4053       0.0652  
-2.3263       0.0618  
-2.2474       0.0596  
-2.1684       0.0543  
-2.0895       0.0487  
-2.0106       0.0418  
-1.9316       0.0363  
-1.8527       0.0294  
-1.7738       0.0249  
-1.6948       0.0180  
-1.6159       0.0141  
-1.5369       0.0101  
-1.4580       0.0063  
-1.3791       0.0044  
-1.3001       0.0027  
-1.2212       0.0014  
-1.1422       0.0009  
-1.0633       0.0003  
-0.9844       0.0001  
-0.9054       0.0000  
-0.8265       0.0000  
#----------------------------------------
# Probability of Window [ 0.99, 1.00 ]
# Value       Probability
-4.5358       0.0000  
-4.4609       0.0000  
-4.3860       0.0001  
-4.3111       0.0002  
-4.2362       0.0001  
-4.1613       0.0004  
-4.0865       0.0005  
-4.0116       0.0008  
-3.9367       0.0012  
-3.8618       0.0015  
-3.7869       0.0019  
-3.7121       0.0029  
-3.6372       0.0041  
-3.5623       0.0059  
-3.4874       0.0084  
-3.4125       0.0101  
-3.3376       0.0136  
-3.2628       0.0162  
-3.1879       0.0212  
-3.1130       0.0262  
-3.0381       0.0315  
-2.9632       0.0390  
-2.8884       0.0436  
-2.8135       0.0492  
-2.7386       0.0534  
-2.6637       0.0568  
-2.5888       0.0599  
-2.5139       0.0611  
-2.4391       0.0613  
-2.3642       0.0584  
-2.2893       0.0564  
-2.2144       0.0536  
-2.1395       0.0476  
-2.0647       0.0454  
-1.9898       0.0379  
-1.9149       0.0312  
-1.8400       0.0262  
-1.7651       0.0213  
-1.6902       0.0162  
-1.6154       0.0120  
-1.5405       0.0077  
-1.4656       0.0053  
-1.3907       0.0037  
-1.3158       0.0023  
-1.2410       0.0015  
-1.1661       0.0008  
-1.0912       0.0005  
-1.0163       0.0005  
-0.9414       0.0003  
-0.8665       0.0002  
#----------------------------------------
